query	class
d&i conferences in newyork on thursday	1
my project workshop in london between 1st of May and 2nd of December	1
what are all the lessons learnt today	0
course for this week	0
what are all my in progress apricot between 1st of May and 2nd of December	0
Hub trainings happening in chennai for this month	1
SCALA conferences From 17th April and 1st of May	1
what are all my closed issue for this week	0
.net courses on thursday	0
what are all the proposals for this week	0
IBelong conferences happening in chennai on thursday	1
what are all my initiated risk on thursday	0
oracle celebration in bangalore between 1st of May and 2nd of December	1
oracle training on 21st April	1
UI workshops in mumbai for this week	1
list all my event I am participating for next week	1
list all my project trainings I am speaking for this week	1
what are all my upcoming corporates I am participating on Monday	1
what are all my initiated issue on thursday	0
list all the designer in oracle	0
.net best practice for next month	0
scala related best practices on thursday	0
what are all the events in newyork on thursday	1
list all the competencies	0
list all my recommended trainings in mumbai for this month	1
SAP proposal for this month	0
java related best practice on this Saturday	0
IBelong workshop in mumbai	1
list all my corporate for next week	1
UX workshop I am speaking on next tuesday	1
scala proposal between 1st of May and 2nd of December	0
my trainings I am organizing	1
what are all the workshops I am speaking on Monday	1
courses in ajax on Monday	0
list all my closed risk today	0
course From 17th April and 1st of May	0
scala designer with 2-7 years of experience	0
java conference for this month	1
competencie in oracle tomorrow	0
list all my open tasks between 1st of May and 2nd of December	0
ajax best practice on 21st April	0
what are all my in progress risk between 1st of May and 2nd of December	0
analysts in oracle	0
case studies in ajax for this week	0
java conference in mumbai tomorrow	1
iOS architect in ajax	0
d&i celebrations in newyork on thursday	1
scala related expert with 5+ years of experience	0
list all my open apricots for this month	0
list all my celebrations I am participating for next week	1
list all my project tasks on Monday	0
best practices in ajax for this week	0
my project corporate in bangalore for next month	1
lessons learnts published in java for this month	0
ajax course From 17th April and 1st of May	0
.net proposals From 17th April and 1st of May	0
UI celebration happening in chennai between 1st of May and 2nd of December	1
designer in java with experience less than 10 years	0
java lead	0
ajax courses for this week	0
list all my issues on wednesday	0
java developer in oracle	0
scala training on thursday	1
SCALA workshop happening in chennai From 17th April and 1st of May	1
designer with experience more than 3 years in java	0
list all my initiated apricot on this Saturday	0
java related competencies From 17th April and 1st of May	0
IBelong event happening in chennai for this month	1
what are all my in progress risk for next month	0
oracle experts in oracle	0
android leads with experience more than 3 years	0
oracle conference in mumbai tomorrow	1
IBelong workshops in newyork tomorrow	1
list all my initiated risk for this week	0
scala designers in scala	0
list all my workshops on wednesday	1
scala related proposal on next tuesday	0
list all the developer in ajax	0
java related competencies on wednesday	0
proposal published in java on next tuesday	0
d&i event I am speaking for this month	1
my workshops tomorrow	1
.net training	1
white papers available in scala on next tuesday	0
my lessons learnt for next week	0
my project corporate I am speaking on wednesday	1
courses in oracle on 21st April	0
java course for this week	0
java related competencies for this month	0
my corporate in bangalore on thursday	1
SAP analysts with experience less than 10 years	0
list all my project corporate I am speaking between 1st of May and 2nd of December	1
list all my project celebrations in Chennai today	1
what are all my recommended training I am participating for next month	1
my case studies on thursday	0
what are all my open risks for this month	0
my project workshops I am organizing on Monday	1
oracle events I am speaking on this Saturday	1
Hub events in london tomorrow	1
java related lessons learnts on wednesday	0
scala best practices tomorrow	0
Python corporates in bangalore on thursday	1
list all my project conferences happening in chennai on 21st April	1
list all my task tomorrow	0
Hub corporates in bangalore on Monday	1
java analysts in ajax	0
java training	1
my project risk for this month	0
SCALA conference in london on 21st April	1
SCALA workshop in Chennai for this week	1
what are all the workshops I am participating for next week	1
what are all the white papers today	0
ajax analysts with 2-7 years of experience	0
what are all my open task on thursday	0
list all my closed risks on 21st April	0
java trainings in london on wednesday	1
scala related case studie on next tuesday	0
.net white paper on next tuesday	0
who are all the designers with 5 years of experience	0
oracle workshop in london on next tuesday	1
d&i celebrations I am speaking for next week	1
my issue on this Saturday	0
UX developers	0
scala related proposals between 1st of May and 2nd of December	0
oracle analysts in scala	0
what are all the workshop in Chennai on thursday	1
android expert with 2-7 years of experience	0
list all the white paper on wednesday	0
oracle case studies for this month	0
my training I am participating on next tuesday	1
trainings available in scala on 21st April	1
Hub celebration in bangalore From 17th April and 1st of May	1
IBelong celebrations I am speaking today	1
list all my recommended conferences I am speaking on wednesday	1
lessons learnts in ajax for this week	0
SCALA conferences in Chennai on thursday	1
what are all my initiated apricots on 21st April	0
IBelong training happening in chennai for next week	1
my events in mumbai today	1
my trainings on this Saturday	1
best practice in oracle on this Saturday	0
list all my trainings on Monday	1
my best practices between 1st of May and 2nd of December	0
list all my upcoming corporates in london	1
list all the competencies on Monday	0
list all my upcoming workshop on next tuesday	1
SAP lead with experience less than 10 years	0
oracle workshops for this month	1
lead in scala	0
list all my project task From 17th April and 1st of May	0
scala related designers in oracle	0
iOS analyst in oracle	0
d&i event in mumbai for this month	1
UI celebration in bangalore for next month	1
Hub event in bangalore for next month	1
scala related proposals From 17th April and 1st of May	0
Python conference in london for this month	1
my celebration in bangalore on thursday	1
UX celebration in Chennai on this Saturday	1
java corporates in mumbai on thursday	1
UX conferences in newyork for next month	1
white papers published in java for this month	0
oracle white paper on Monday	0
SCALA training I am speaking for this week	1
list all the leads with experience more than 3 years	0
what are all my upcoming workshops in mumbai on next tuesday	1
list all celebrations in bangalore for this month	1
case studies in oracle	0
d&i event in newyork for this month	1
what are all the lessons learnt for next week	0
case studies in ajax on next tuesday	0
what are all my recommended conference I am organizing on thursday	1
Python training in bangalore for this month	1
Python workshops in mumbai for this month	1
UI conferences in bangalore on Monday	1
list all my recommended corporate I am participating on 21st April	1
list all my corporate I am speaking on this Saturday	1
list all the analyst	0
.net best practice between 1st of May and 2nd of December	0
java celebrations in Chennai on this Saturday	1
d&i conference happening in chennai for next week	1
proposal published in java for next week	0
what are all the workshops in bangalore for this month	1
my course for this week	0
oracle event in Chennai for next month	1
my project conferences in newyork From 17th April and 1st of May	1
list all my tasks for this month	0
java trainings From 17th April and 1st of May	1
IBelong workshop in bangalore	1
SAP lead with experience more than 3 years	0
ajax case studies on this Saturday	0
oracle events in mumbai today	1
what are all my recommended trainings in Chennai today	1
developers with 2-7 years of experience in oracle	0
java related white paper on 21st April	0
my trainings in Chennai on Monday	1
apricots between 1st of May and 2nd of December	0
Python event in mumbai for this month	1
IBelong conference in mumbai tomorrow	1
risks for this week	0
SAP training for next month	1
java competencie for next month	0
lessons learnt available in scala tomorrow	0
java related trainings on next tuesday	1
Hub corporate happening in chennai tomorrow	1
d&i celebrations happening in chennai on 21st April	1
UX corporates I am speaking for next month	1
what are all the training on thursday	1
IBelong conferences in newyork tomorrow	1
SCALA trainings in london today	1
list all my initiated issue for this month	0
java conference in bangalore on wednesday	1
list all the lead with 5 years of experience	0
what are all my recommended conference I am speaking on wednesday	1
Hub workshops in newyork tomorrow	1
SCALA celebration in london	1
UX workshops in mumbai for next month	1
UX architect with 5+ years of experience	0
java conferences happening in chennai	1
list all my recommended event happening in chennai tomorrow	1
list all celebrations in Chennai on thursday	1
my project event I am participating on wednesday	1
iOS expert in ajax	0
my trainings on 21st April	1
UI event I am organizing on Monday	1
java training I am speaking for next week	1
what are all my upcoming trainings in london for this week	1
.net white paper on 21st April	0
java best practice between 1st of May and 2nd of December	0
what are all the event in Chennai for this month	1
case studies in ajax on Monday	0
Hub workshop I am organizing on next tuesday	1
java conferences in bangalore between 1st of May and 2nd of December	1
java training for next week	1
list all workshop in bangalore between 1st of May and 2nd of December	1
Python events in bangalore on this Saturday	1
d&i training in london From 17th April and 1st of May	1
list all the developers in ajax	0
oracle competencie on 21st April	0
trainings in oracle tomorrow	1
oracle architects with 5+ years of experience	0
analysts in ajax with experience less than 10 years	0
oracle case studies on 21st April	0
oracle proposal	0
my competencie tomorrow	0
java related proposal on Monday	0
Python training happening in chennai on next tuesday	1
Python training in Chennai between 1st of May and 2nd of December	1
UI events I am organizing tomorrow	1
proposals for this week	0
competencies available in scala between 1st of May and 2nd of December	0
what are all my recommended celebrations in mumbai on thursday	1
my project celebrations for this week	1
oracle celebrations in mumbai on Monday	1
ajax architects in scala	0
analyst in scala with 5+ years of experience	0
scala related competencie between 1st of May and 2nd of December	0
list all my recommended corporates in newyork on thursday	1
designers in oracle with 5+ years of experience	0
oracle white paper between 1st of May and 2nd of December	0
java designer with 2-7 years of experience	0
my best practices today	0
java white papers From 17th April and 1st of May	0
list all my issue for next week	0
oracle analysts	0
d&i conferences in mumbai for this week	1
SCALA workshop From 17th April and 1st of May	1
list all corporates I am participating for next month	1
iOS developers with experience more than 3 years	0
my project conference in newyork between 1st of May and 2nd of December	1
what are all the white paper on thursday	0
Python trainings I am participating on next tuesday	1
Python training I am speaking for next week	1
UX celebrations happening in chennai for this month	1
.net developers in scala	0
my best practices on 21st April	0
IBelong event in london From 17th April and 1st of May	1
d&i conference I am participating on thursday	1
training for next month	1
my project event in newyork between 1st of May and 2nd of December	1
list all my project celebrations in mumbai	1
java analysts in scala	0
list all corporates in newyork for this week	1
what are all my in progress risks tomorrow	0
java designer in java	0
case studies in ajax for next week	0
list all my corporates I am participating on thursday	1
ajax trainings on Monday	1
Python celebration I am organizing on 21st April	1
list all my recommended conferences in bangalore today	1
java celebration between 1st of May and 2nd of December	1
list all my project events From 17th April and 1st of May	1
scala related lessons learnts for next week	0
leads in ajax with 5+ years of experience	0
what are all my recommended event in mumbai on wednesday	1
SCALA workshop in newyork on this Saturday	1
d&i corporates I am organizing on thursday	1
list all the architect with 5 years of experience	0
white paper published in java on Monday	0
ajax leads with 5 years of experience	0
my project trainings in newyork tomorrow	1
list all my tasks on wednesday	0
lessons learnts in oracle on thursday	0
java workshop in london on next tuesday	1
my tasks for next week	0
list all my celebrations in mumbai	1
SAP case studie	0
competencie in oracle for this week	0
list all my recommended corporates I am speaking for next month	1
java related competencie for this week	0
corporates for this week	1
proposals in ajax on thursday	0
Python conference happening in chennai on thursday	1
java events I am organizing for next week	1
.net leads with 5 years of experience	0
my event I am speaking for this week	1
list all the experts with 5 years of experience	0
java related course for next month	0
list all my apricots between 1st of May and 2nd of December	0
my white papers today	0
oracle celebrations happening in chennai on Monday	1
list all my conference in bangalore for next month	1
d&i workshops on this Saturday	1
list all my in progress task on Monday	0
course published in java for this week	0
d&i corporates in newyork today	1
white paper in ajax on thursday	0
java celebrations I am participating on next tuesday	1
java training in bangalore for this week	1
iOS designers with 5+ years of experience	0
java trainings I am participating	1
lead in ajax with experience less than 10 years	0
lessons learnts published in java between 1st of May and 2nd of December	0
competencies published in java between 1st of May and 2nd of December	0
scala related white paper today	0
UI celebration in newyork on thursday	1
designers with experience more than 3 years in ajax	0
my project corporates in mumbai tomorrow	1
what are all my recommended corporates in Chennai for next month	1
list all my project risks for next month	0
java designer with 5 years of experience	0
what are all my in progress issue on this Saturday	0
course available in scala on 21st April	0
my events I am speaking	1
my project trainings happening in chennai tomorrow	1
what are all my open issues on next tuesday	0
list all my closed risk on 21st April	0
java related proposal tomorrow	0
list all my project issue on this Saturday	0
Python celebration I am organizing on this Saturday	1
Python corporate happening in chennai between 1st of May and 2nd of December	1
SCALA workshop in bangalore on this Saturday	1
best practice in oracle on thursday	0
iOS experts with experience less than 10 years	0
UX celebrations in bangalore	1
IBelong workshop happening in chennai	1
scala architect with experience less than 10 years	0
oracle events I am organizing on thursday	1
java corporates happening in chennai on 21st April	1
oracle best practice for this week	0
iOS leads with 2-7 years of experience	0
my project workshop happening in chennai on 21st April	1
SAP training	1
best practices in oracle on this Saturday	0
what are all the workshop I am organizing for next month	1
list all my recommended events happening in chennai today	1
java white paper between 1st of May and 2nd of December	0
architects in oracle with experience less than 10 years	0
list all my upcoming event in bangalore on Monday	1
list all workshop I am participating on next tuesday	1
list all my project issue for this month	0
oracle events in london	1
IBelong corporate in mumbai for next month	1
SCALA events today	1
what are all my in progress issues for this week	0
scala related training tomorrow	1
SAP leads with 2-7 years of experience	0
what are all my initiated task From 17th April and 1st of May	0
iOS architect with experience less than 10 years	0
architect with 5+ years of experience in oracle	0
.net proposal on thursday	0
list all my recommended trainings in Chennai on this Saturday	1
oracle corporates I am organizing	1
what are all my open tasks on this Saturday	0
my celebrations in london for next week	1
ajax course tomorrow	0
UI corporate on 21st April	1
SCALA events I am speaking for next month	1
oracle corporate happening in chennai From 17th April and 1st of May	1
list all my project training happening in chennai on 21st April	1
Python corporate happening in chennai on 21st April	1
list all my open tasks on Monday	0
what are all my closed issue on next tuesday	0
ajax case studies between 1st of May and 2nd of December	0
what are all my upcoming corporate happening in chennai for this month	1
my project apricots on thursday	0
what are all the training happening in chennai on 21st April	1
UI celebrations I am speaking on thursday	1
list all my upcoming celebration in mumbai between 1st of May and 2nd of December	1
oracle trainings I am speaking for next week	1
list all my conference happening in chennai on Monday	1
UX celebrations in Chennai on wednesday	1
what are all my upcoming workshop I am organizing for next month	1
list all celebrations in Chennai on wednesday	1
list all my recommended conference I am speaking on this Saturday	1
what are all my upcoming trainings I am participating between 1st of May and 2nd of December	1
Python trainings in bangalore on wednesday	1
designer with 2-7 years of experience	0
list all workshop I am organizing	1
what are all my open issues today	0
list all my corporate in mumbai for this week	1
what are all my closed apricots From 17th April and 1st of May	0
what are all my recommended workshops I am speaking tomorrow	1
my project issue on 21st April	0
list all my corporates for next month	1
proposal in oracle on this Saturday	0
list all my conference on thursday	1
what are all the workshops I am organizing for this month	1
analyst in scala with experience more than 3 years	0
what are all my upcoming trainings in bangalore	1
developer with experience less than 10 years	0
ajax trainings From 17th April and 1st of May	1
UI conference in bangalore for this week	1
designer with 2-7 years of experience in oracle	0
scala related courses for next month	0
IBelong events in Chennai tomorrow	1
oracle proposal on 21st April	0
scala competencie on wednesday	0
UI conferences happening in chennai on wednesday	1
d&i conference I am speaking From 17th April and 1st of May	1
UX training in Chennai	1
SCALA trainings happening in chennai tomorrow	1
java related courses on thursday	0
case studies in oracle today	0
list all the proposals on wednesday	0
oracle designers with experience less than 10 years	0
SCALA events From 17th April and 1st of May	1
oracle architect in ajax	0
list all my workshop in Chennai tomorrow	1
list all my recommended event I am organizing on this Saturday	1
list all my upcoming conferences happening in chennai on Monday	1
.net course on thursday	0
Python event I am participating on Monday	1
apricots on wednesday	0
SAP lead with 2-7 years of experience	0
what are all my in progress risk on 21st April	0
list all my recommended events I am participating today	1
java conferences in newyork on wednesday	1
case studies for next week	0
list all my closed tasks on wednesday	0
oracle architects with experience less than 10 years	0
list all my corporate I am speaking on wednesday	1
event on next tuesday	1
my white paper on wednesday	0
analysts with 2-7 years of experience	0
java celebration in Chennai on wednesday	1
what are all my upcoming trainings on next tuesday	1
d&i corporate for next week	1
list all my recommended events I am organizing on thursday	1
scala related course on Monday	0
what are all the events I am speaking	1
what are all my upcoming corporates happening in chennai for this month	1
list all my issue on Monday	0
list all my recommended corporate on this Saturday	1
list all my closed task on Monday	0
my task on 21st April	0
ajax developer in java	0
java related white papers on 21st April	0
list all my upcoming workshop happening in chennai tomorrow	1
java training in london on Monday	1
white papers tomorrow	0
what are all my open risks on this Saturday	0
list all my closed issue on Monday	0
iOS designer with experience less than 10 years	0
java related course on wednesday	0
SAP developers with 5 years of experience	0
list all my closed tasks on Monday	0
what are all my recommended conferences in mumbai for this month	1
IBelong workshops I am participating From 17th April and 1st of May	1
list all my in progress risks on 21st April	0
best practices in ajax today	0
list all my recommended events I am participating for next week	1
android designers with experience less than 10 years	0
what are all my upcoming celebrations in Chennai on 21st April	1
SAP white papers for this month	0
SAP proposals today	0
training in ajax on 21st April	1
iOS analysts	0
courses available in scala tomorrow	0
my project conference in london on next tuesday	1
list all my task on 21st April	0
oracle corporate happening in chennai today	1
what are all my upcoming workshops happening in chennai for this week	1
what are all the conference on thursday	1
list all the analyst with 5+ years of experience	0
task for this month	0
UX training in Chennai From 17th April and 1st of May	1
designers in java with experience more than 3 years	0
Hub corporates in newyork between 1st of May and 2nd of December	1
SAP competencie today	0
architect in scala with experience less than 10 years	0
what are all my open issues on Monday	0
my project apricots on wednesday	0
UI training in bangalore on this Saturday	1
list all the proposal for this week	0
d&i training in Chennai on this Saturday	1
java events in newyork today	1
course available in scala for this week	0
scala related architects in scala	0
Python conferences I am organizing on this Saturday	1
list all my in progress risk for next week	0
UI celebration in newyork today	1
what are all the corporate I am participating From 17th April and 1st of May	1
my workshop I am participating From 17th April and 1st of May	1
ajax analysts in java	0
what are all my recommended corporates in bangalore for next week	1
SCALA workshops I am speaking today	1
IBelong celebrations in bangalore on 21st April	1
list all my recommended training happening in chennai for this week	1
iOS architects in java	0
oracle case studies today	0
UI training in mumbai tomorrow	1
list all workshops in london today	1
ajax proposal on thursday	0
ajax proposal	0
list all my in progress apricot on thursday	0
what are all the workshops tomorrow	1
IBelong corporate in Chennai tomorrow	1
what are all my initiated apricot on 21st April	0
list all my celebration I am participating for this week	1
java trainings I am speaking for this month	1
list all the trainings for next month	1
what are all my recommended conference in mumbai for this week	1
list all my upcoming conferences in bangalore for this month	1
oracle white paper on this Saturday	0
scala white paper for next month	0
.net competencie on thursday	0
list all my upcoming event I am organizing on next tuesday	1
java celebrations I am participating on Monday	1
designers in scala with 5+ years of experience	0
SAP proposals	0
UX celebration happening in chennai between 1st of May and 2nd of December	1
UX celebrations I am speaking	1
my case studie on 21st April	0
my training in bangalore on 21st April	1
list all my upcoming celebration I am speaking on this Saturday	1
what are all my upcoming workshops in newyork on thursday	1
UI workshop in newyork on next tuesday	1
what are all my upcoming conferences in newyork on wednesday	1
my conference happening in chennai today	1
ajax lead with experience more than 3 years	0
what are all the celebrations in mumbai for next week	1
SCALA event for this month	1
Hub corporates I am speaking on wednesday	1
list all my upcoming conference in mumbai on 21st April	1
what are all the proposals for next week	0
SCALA celebrations happening in chennai on 21st April	1
lessons learnt in ajax tomorrow	0
what are all my recommended trainings I am organizing for this month	1
corporates for next month	1
list all my upcoming celebrations in Chennai for next month	1
list all my recommended celebration happening in chennai for this month	1
list all my project apricots for this month	0
architect in oracle with 5+ years of experience	0
list all the expert in java	0
UI training I am organizing on thursday	1
analyst with experience more than 3 years	0
my project celebrations in london for next week	1
list all conferences in Chennai today	1
proposals on next tuesday	0
list all my apricot on wednesday	0
what are all my recommended conferences in Chennai for this month	1
oracle developers with 2-7 years of experience	0
Python events I am participating for next month	1
architect with experience more than 3 years in oracle	0
list all my training happening in chennai for next month	1
what are all my closed issues on next tuesday	0
list all my in progress risks on thursday	0
what are all the course for this week	0
lead in scala with 2-7 years of experience	0
ajax architects with experience less than 10 years	0
architect with experience more than 3 years in java	0
list all my project corporate in mumbai between 1st of May and 2nd of December	1
list all my initiated risks between 1st of May and 2nd of December	0
java white papers for next month	0
list all training I am speaking today	1
oracle events in mumbai on Monday	1
list all my project training I am organizing on this Saturday	1
list all my in progress task on next tuesday	0
list all my recommended corporate I am organizing on thursday	1
my project workshop in bangalore for next week	1
list all my closed apricot on wednesday	0
.net course	0
list all the proposals on Monday	0
experts with experience less than 10 years in oracle	0
lessons learnt in oracle on wednesday	0
list all my upcoming celebration I am speaking for this month	1
oracle experts in java	0
list all my upcoming corporate in bangalore on thursday	1
ajax analyst with experience more than 3 years	0
d&i conferences in mumbai for next month	1
list all my recommended corporate happening in chennai for next month	1
case studie available in scala From 17th April and 1st of May	0
list all my events I am speaking today	1
.net leads in java	0
java corporates I am participating today	1
scala case studie on thursday	0
my white papers on thursday	0
my proposals tomorrow	0
SAP case studie on this Saturday	0
course in oracle tomorrow	0
UI event in bangalore on 21st April	1
scala best practices between 1st of May and 2nd of December	0
scala analyst with experience less than 10 years	0
d&i trainings in newyork today	1
list all my celebration in Chennai on 21st April	1
IBelong corporate I am participating on thursday	1
designer in scala with 5+ years of experience	0
list all workshop I am organizing on Monday	1
SCALA training I am organizing tomorrow	1
my project workshops happening in chennai on this Saturday	1
java workshops in bangalore between 1st of May and 2nd of December	1
list all conferences I am organizing on next tuesday	1
my project workshop I am organizing on wednesday	1
who are all the designers in java	0
UX designers in java	0
list all the case studies for this week	0
what are all the lessons learnts on next tuesday	0
oracle competencies tomorrow	0
SAP case studie From 17th April and 1st of May	0
scala case studies on wednesday	0
Python trainings in london tomorrow	1
what are all my closed issue today	0
ajax best practice tomorrow	0
what are all my open task for this week	0
IBelong workshops I am participating on Monday	1
UX conferences I am speaking on wednesday	1
UI celebration in newyork on next tuesday	1
list all my in progress task tomorrow	0
SAP lessons learnts on wednesday	0
what are all my recommended conference in bangalore for next week	1
SAP case studies on wednesday	0
leads with experience less than 10 years in ajax	0
list all my in progress risk on this Saturday	0
what are all my closed apricot today	0
list all my upcoming event in bangalore today	1
workshop in newyork	1
scala expert with 5 years of experience	0
oracle case studie on 21st April	0
list all my project risk for this week	0
list all my recommended workshops in mumbai today	1
ajax case studies on Monday	0
my trainings happening in chennai on 21st April	1
my lessons learnt for this month	0
list all my project event I am participating for next month	1
white paper in oracle on thursday	0
my project corporates in bangalore for next week	1
list all the lessons learnts for this week	0
proposals in ajax on Monday	0
training available in scala on Monday	1
architect with 5 years of experience in oracle	0
what are all my open apricot tomorrow	0
what are all my upcoming training I am organizing From 17th April and 1st of May	1
Hub events in london for next week	1
d&i events I am speaking on thursday	1
what are all my in progress tasks for this week	0
my corporates I am speaking today	1
what are all my upcoming conference in bangalore	1
my courses on this Saturday	0
list all my project training in newyork on this Saturday	1
my risk on Monday	0
training in ajax on wednesday	1
who are all the leads with 5+ years of experience	0
my apricots for next month	0
my proposal	0
SAP training From 17th April and 1st of May	1
SAP analyst with experience more than 3 years	0
list all my open issue on Monday	0
java developer in java	0
best practices in oracle on next tuesday	0
oracle events in mumbai	1
list all my conference I am participating From 17th April and 1st of May	1
what are all my recommended training in newyork for this month	1
what are all my recommended workshops happening in chennai today	1
d&i workshop in bangalore on this Saturday	1
.net course for next week	0
proposals in ajax for this week	0
scala competencie on this Saturday	0
java related course	0
list all the training for this month	1
my project conference happening in chennai for this week	1
scala lead with 5 years of experience	0
d&i events I am participating on this Saturday	1
list all my recommended conferences in Chennai today	1
my project training I am speaking today	1
trainings in oracle on Monday	1
list all my upcoming workshops I am organizing for this week	1
oracle event on wednesday	1
what are all the corporates happening in chennai for next month	1
java workshop in bangalore	1
list all my open issue between 1st of May and 2nd of December	0
list all my recommended workshops I am speaking on 21st April	1
what are all the trainings on next tuesday	1
UX workshop I am participating for next week	1
what are all the proposals for next month	0
competencie in oracle on Monday	0
trainings for next week	1
what are all my upcoming workshop I am participating for next month	1
white papers on wednesday	0
d&i workshops in london between 1st of May and 2nd of December	1
list all my upcoming workshop in newyork for this week	1
scala related developer	0
list all my upcoming corporates in newyork on this Saturday	1
java celebration in london tomorrow	1
list all my recommended events I am speaking for next week	1
SAP leads in java	0
java corporates I am participating on next tuesday	1
my workshop on 21st April	1
what are all the trainings for this week	1
what are all my initiated risks on this Saturday	0
courses available in scala on 21st April	0
course in ajax on Monday	0
java related best practice for next week	0
list all my risk for this week	0
java workshops in mumbai on this Saturday	1
UI celebrations in mumbai	1
oracle case studie tomorrow	0
list all my recommended celebration happening in chennai on 21st April	1
oracle best practice between 1st of May and 2nd of December	0
my celebration I am speaking on Monday	1
list all my conference in Chennai between 1st of May and 2nd of December	1
list all my in progress task on 21st April	0
Python workshops in bangalore on wednesday	1
list all corporates I am organizing From 17th April and 1st of May	1
expert with 2-7 years of experience	0
risks for this month	0
my celebrations happening in chennai on 21st April	1
scala related best practice today	0
java related proposals today	0
training available in scala From 17th April and 1st of May	1
list all my in progress apricot today	0
d&i celebration I am speaking on Monday	1
list all my open apricot on 21st April	0
my project celebrations in Chennai for next week	1
UI workshop in bangalore for next month	1
list all training I am participating tomorrow	1
my project conferences I am participating	1
my project celebrations happening in chennai for next week	1
what are all my upcoming events in newyork on next tuesday	1
java training I am organizing for next month	1
Hub corporates in london on thursday	1
oracle celebrations on 21st April	1
list all the analysts with 5+ years of experience	0
list all my in progress issue today	0
proposals From 17th April and 1st of May	0
analyst in ajax with 5+ years of experience	0
list all my recommended workshop in Chennai on next tuesday	1
d&i workshop in mumbai for this month	1
d&i trainings happening in chennai for next week	1
java corporates happening in chennai today	1
UI conferences happening in chennai From 17th April and 1st of May	1
UX workshops in newyork for next week	1
d&i conference happening in chennai	1
SCALA corporates I am speaking for next week	1
d&i corporates in mumbai for next month	1
list all my conferences in newyork for next month	1
oracle case studies on Monday	0
UX designer with experience less than 10 years	0
Hub celebrations in Chennai between 1st of May and 2nd of December	1
white paper in ajax for next month	0
android lead in java	0
what are all my upcoming events in bangalore on this Saturday	1
SCALA event in Chennai for next week	1
list all the white papers tomorrow	0
what are all my recommended corporate in Chennai on next tuesday	1
what are all my in progress issues tomorrow	0
ajax analysts with 5 years of experience	0
lessons learnt in ajax on thursday	0
my project corporates I am organizing on this Saturday	1
oracle lead	0
what are all my in progress tasks on Monday	0
IBelong corporate in bangalore From 17th April and 1st of May	1
developer with 2-7 years of experience	0
SAP analyst with experience less than 10 years	0
SCALA workshop on next tuesday	1
java celebrations I am speaking for this month	1
competencies in oracle on next tuesday	0
oracle celebration I am organizing From 17th April and 1st of May	1
courses on this Saturday	0
best practices published in java for this month	0
list all events in newyork for next week	1
expert with 5 years of experience in scala	0
list all my recommended trainings in Chennai on wednesday	1
d&i celebrations in Chennai on thursday	1
what are all the corporates happening in chennai	1
list all my recommended workshop in mumbai From 17th April and 1st of May	1
list all my closed issue From 17th April and 1st of May	0
java event in newyork on Monday	1
IBelong workshops in bangalore on next tuesday	1
what are all the workshop I am organizing From 17th April and 1st of May	1
what are all the trainings in Chennai on Monday	1
Python training I am speaking today	1
scala related competencies on this Saturday	0
d&i event in Chennai on this Saturday	1
leads in oracle with experience more than 3 years	0
best practices available in scala on thursday	0
white papers available in scala From 17th April and 1st of May	0
UI event for next week	1
competencies in ajax on next tuesday	0
ajax proposal for next week	0
java corporate I am speaking From 17th April and 1st of May	1
my issue tomorrow	0
my conferences in newyork on Monday	1
list all my in progress issue for next week	0
course for next week	0
scala related proposals on wednesday	0
UX event I am speaking for next week	1
my event I am participating for next month	1
UX architects with 2-7 years of experience	0
who are all the developer with 5+ years of experience	0
workshop in bangalore	1
designers with 5+ years of experience in ajax	0
architects with 5 years of experience in scala	0
oracle proposal for next month	0
list all my recommended corporates happening in chennai today	1
UI workshops for next week	1
list all conferences in bangalore on 21st April	1
what are all the lessons learnt for this week	0
what are all my upcoming workshop I am speaking for this week	1
Hub conference on thursday	1
java workshop I am organizing for this week	1
list all corporates in newyork From 17th April and 1st of May	1
list all my event in mumbai for next week	1
d&i events in Chennai for next month	1
list all my recommended workshops I am organizing	1
SAP lessons learnts	0
what are all my recommended events happening in chennai on Monday	1
Hub workshop happening in chennai on this Saturday	1
leads with 2-7 years of experience	0
courses in ajax on this Saturday	0
d&i corporate in Chennai for next month	1
developer in ajax with 5 years of experience	0
what are all my closed risks From 17th April and 1st of May	0
Hub corporates From 17th April and 1st of May	1
scala related architects with 2-7 years of experience	0
my conferences I am organizing for this week	1
java related lessons learnt on this Saturday	0
leads with 2-7 years of experience in ajax	0
issue for this month	0
developer in ajax with experience less than 10 years	0
list all my recommended event in london today	1
ajax proposals between 1st of May and 2nd of December	0
.net best practice on thursday	0
d&i conference in bangalore for next week	1
java lessons learnts on this Saturday	0
training in oracle for this week	1
architects in java with 5 years of experience	0
java celebrations in Chennai on wednesday	1
best practices in ajax between 1st of May and 2nd of December	0
list all my upcoming celebrations happening in chennai today	1
IBelong event From 17th April and 1st of May	1
celebration in bangalore	1
my workshops I am organizing tomorrow	1
oracle corporate in mumbai on next tuesday	1
d&i training in mumbai on next tuesday	1
oracle training	1
SAP architect with 5+ years of experience	0
who are all the lead in oracle	0
ajax expert in ajax	0
what are all my upcoming event happening in chennai on next tuesday	1
scala related best practices on Monday	0
SAP architect in scala	0
d&i celebration today	1
scala leads with experience less than 10 years	0
what are all my recommended conference in mumbai From 17th April and 1st of May	1
list all my project apricot tomorrow	0
my project celebration I am participating for this week	1
SAP experts with experience less than 10 years	0
case studie published in java tomorrow	0
.net analyst in java	0
